district_code,district_name_english,district_name_french,party,candidate_last,candidate_first,candidate_middle
35084,Scarborough Southwest,Scarborough-Sud-Ouest,Conservative,Veerasuntharam,Vincent,
35084,Scarborough Southwest,Scarborough-Sud-Ouest,Liberal,Wappel,Tom,
35085,Simcoe--Grey,Simcoe--Grey,NDP,Austin,Katy,
35085,Simcoe--Grey,Simcoe--Grey,Green,Ellis,Peter,
35085,Simcoe--Grey,Simcoe--Grey,Conservative,Guergis,Helena,
35085,Simcoe--Grey,Simcoe--Grey,Liberal,Kirley,Elizabeth,
35085,Simcoe--Grey,Simcoe--Grey,Christian Heritage,Vander Zaag,Peter,
35086,Simcoe North,Simcoe-Nord,Green,Agnew,Sandy,
35086,Simcoe North,Simcoe-Nord,Liberal,Graham,Karen,
35086,Simcoe North,Simcoe-Nord,NDP,Hill,Jen,
35086,Simcoe North,Simcoe-Nord,Christian Heritage,Kooger,Adrian Peter,
35086,Simcoe North,Simcoe-Nord,Conservative,Stanton,Bruce,
35087,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Green,Beards,Doug,
35087,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Christian Heritage,Chisholm,Carson,
35087,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Conservative,Lauzon,Guy,
35087,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,NDP,MacDonald,Elaine,
35087,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Liberal,Manley,Tom,
35088,Sudbury,Sudbury,Progressive Canadian Party,Butcher,Stephen,
35088,Sudbury,Sudbury,Communist,Hammond,Sam,
35088,Sudbury,Sudbury,Liberal,Marleau,Diane,
35088,Sudbury,Sudbury,NDP,McIntaggart,Gerry,
35088,Sudbury,Sudbury,Green,Methé,Joey,
35088,Sudbury,Sudbury,Independent,Popescu,J. David,
35088,Sudbury,Sudbury,Conservative,Serviss,Kevin,
35088,Sudbury,Sudbury,Marxist-Leninist,Starbuck,Dave,
35089,Thornhill,Thornhill,Progressive Canadian Party,Abramowitz,Mark,
35089,Thornhill,Thornhill,Green,Helferty,Lloyd,
35089,Thornhill,Thornhill,Liberal,Kadis,Susan,
35089,Thornhill,Thornhill,Conservative,Reale,Anthony,
35089,Thornhill,Thornhill,NDP,Strelchik,Simon,
35090,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Green,Aegard,Russ,
35090,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Liberal,Boshcoff,Ken,
35090,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Conservative,Leskowski,David,
35090,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Marijuana Party,MacKay,Doug,
35090,Thunder Bay--Rainy River,Thunder Bay--Rainy River,NDP,Rafferty,John,
35091,Thunder Bay--Superior North,Thunder Bay--Superior-Nord,Marijuana Party,Carrière,Denis A.,
35091,Thunder Bay--Superior North,Thunder Bay--Superior-Nord,Liberal,Comuzzi,Joe,
35091,Thunder Bay--Superior North,Thunder Bay--Superior-Nord,NDP,Hyer,Bruce,
35091,Thunder Bay--Superior North,Thunder Bay--Superior-Nord,Green,Kannegiesser,Dawn,
35091,Thunder Bay--Superior North,Thunder Bay--Superior-Nord,Conservative,Sarafin,Bev,
35092,Timmins--James Bay,Timmins--Baie James,NDP,Angus,Charlie,
35092,Timmins--James Bay,Timmins--Baie James,Green,Freed,Sahaja,
35092,Timmins--James Bay,Timmins--Baie James,Conservative,Graham,Ken,
35092,Timmins--James Bay,Timmins--Baie James,Liberal,Riopelle,Robert,
35093,Toronto Centre,Toronto-Centre,Communist,Boyden,Johan,
35093,Toronto Centre,Toronto-Centre,Marxist-Leninist,Fernandez,Philip,
35093,Toronto Centre,Toronto-Centre,Liberal,Graham,Bill,
35093,Toronto Centre,Toronto-Centre,No Affiliation,Prairie,Michel,
35093,Toronto Centre,Toronto-Centre,Conservative,Reford,Lewis,
35093,Toronto Centre,Toronto-Centre,NDP,Shapcott,Michael,
35093,Toronto Centre,Toronto-Centre,Green,Tindal,Chris,
35093,Toronto Centre,Toronto-Centre,Animal Alliance Environment Voters,White,Liz,
35094,Toronto--Danforth,Toronto--Danforth,Conservative,Clausen,Kren,
35094,Toronto--Danforth,Toronto--Danforth,Liberal,Coyne,Deborah,
35094,Toronto--Danforth,Toronto--Danforth,Green,Hart,Al,
35094,Toronto--Danforth,Toronto--Danforth,NDP,Layton,Jack,
35094,Toronto--Danforth,Toronto--Danforth,Marxist-Leninist,Rodden,Marcell,
35095,Trinity--Spadina,Trinity--Spadina,Green,Chapman,Thom,
35095,Trinity--Spadina,Trinity--Spadina,NDP,Chow,Olivia,
35095,Trinity--Spadina,Trinity--Spadina,Conservative,Goldstein,Sam,
35095,Trinity--Spadina,Trinity--Spadina,Progressive Canadian Party,Hossain,Asif,
35095,Trinity--Spadina,Trinity--Spadina,Liberal,Ianno,Tony,
35095,Trinity--Spadina,Trinity--Spadina,Marxist-Leninist,Lin,Nick,
35095,Trinity--Spadina,Trinity--Spadina,Canadian Action Party,Riddell,John,
35096,Vaughan,Vaughan,NDP,Alexopoulos,Yurgo,
35096,Vaughan,Vaughan,Liberal,Bevilacqua,Maurizio,
35096,Vaughan,Vaughan,Libertarian,Fabrizio,Paolo,
35096,Vaughan,Vaughan,Conservative,Majkot,Richard,
35096,Vaughan,Vaughan,Green,Visentin,Adrian,
35097,Welland,Welland,NDP,Di Bartolomeo,Jody,
35097,Welland,Welland,Conservative,Grunstein,Mel,
35097,Welland,Welland,Liberal,Maloney,John,
35097,Welland,Welland,Christian Heritage,Ruiter,Irma,
35097,Welland,Welland,Green,Simpson,Brian,
35097,Welland,Welland,Marxist-Leninist,Walker,Ron,
35098,Wellington--Halton Hills,Wellington--Halton Hills,Green,Bouteiller,Brent,
35098,Wellington--Halton Hills,Wellington--Halton Hills,Conservative,Chong,Michael,
35098,Wellington--Halton Hills,Wellington--Halton Hills,NDP,Duignan,Noel Paul,
35098,Wellington--Halton Hills,Wellington--Halton Hills,Liberal,Finnie,Rod,
35098,Wellington--Halton Hills,Wellington--Halton Hills,Christian Heritage,Krusky,Carol Ann,
35098,Wellington--Halton Hills,Wellington--Halton Hills,Independent,Wisniewski,Mike,
35099,Whitby--Oshawa,Whitby--Oshawa,Canadian Action Party,Cochrane,Tom,
35099,Whitby--Oshawa,Whitby--Oshawa,Conservative,Flaherty,Jim,
35099,Whitby--Oshawa,Whitby--Oshawa,Libertarian,Gobin,Marty,
35099,Whitby--Oshawa,Whitby--Oshawa,Green,Krishnan,Ajay,
35099,Whitby--Oshawa,Whitby--Oshawa,Liberal,Longfield,Judi,
35099,Whitby--Oshawa,Whitby--Oshawa,NDP,Sadem-Thompson,Maret,
35100,Willowdale,Willowdale,Conservative,Boseovski,Jovan,
35100,Willowdale,Willowdale,NDP,Carnegie,Rochelle,
35100,Willowdale,Willowdale,Liberal,Peterson,Jim,
35100,Willowdale,Willowdale,Green,Vettese,Sharolyn,
35101,Windsor--Tecumseh,Windsor--Tecumseh,Marxist-Leninist,Chesnik,Laura,
35101,Windsor--Tecumseh,Windsor--Tecumseh,NDP,Comartin,Joe,
35101,Windsor--Tecumseh,Windsor--Tecumseh,Liberal,Easton,Bruck,
35101,Windsor--Tecumseh,Windsor--Tecumseh,Conservative,Fuschi,Rick,
35101,Windsor--Tecumseh,Windsor--Tecumseh,Green,Pluard,Catherine,
35102,Windsor West,Windsor-Ouest,Green,Bishop,Jillana,
35102,Windsor West,Windsor-Ouest,Liberal,Keller,Werner,
35102,Windsor West,Windsor-Ouest,NDP,Masse,Brian,
35102,Windsor West,Windsor-Ouest,Progressive Canadian Party,Schnurr,Chris,
35102,Windsor West,Windsor-Ouest,Conservative,Teshuba,Al,
35102,Windsor West,Windsor-Ouest,Marxist-Leninist,Villamizar,Enver,
35102,Windsor West,Windsor-Ouest,Independent,Zaidi,Habib,
35103,York Centre,York-Centre,Liberal,Dryden,Ken,
35103,York Centre,York-Centre,NDP,Iacampo,Marco,
35103,York Centre,York-Centre,Green,Kritsonis,Constantine,
35103,York Centre,York-Centre,Conservative,Mostyn,Michael,
35104,York--Simcoe,York--Simcoe,Green,Dewar,John,
35104,York--Simcoe,York--Simcoe,NDP,Gerl,Sylvia,
35104,York--Simcoe,York--Simcoe,Christian Heritage,Gunn,Vicki,
35104,York--Simcoe,York--Simcoe,Conservative,Van Loan,Peter,
35104,York--Simcoe,York--Simcoe,Liberal,Wilson,Kate,
35105,York South--Weston,York-Sud--Weston,Independent,Cimesa,Dragan,
35105,York South--Weston,York-Sud--Weston,Green,De Angelis-Pater,Maria,
35105,York South--Weston,York-Sud--Weston,NDP,Ferreira,Paul,
35105,York South--Weston,York-Sud--Weston,Conservative,Halicki,Steve,
35105,York South--Weston,York-Sud--Weston,Liberal,Tonks,Alan,
35106,York West,York-Ouest,Green,Capra,Nick,
35106,York West,York-Ouest,Independent,Cocon,Axcel,
35106,York West,York-Ouest,Conservative,Gill,Parm,
35106,York West,York-Ouest,NDP,Romano Anthony,Sandra,
35106,York West,York-Ouest,Liberal,Sgro,Judy,
46001,Brandon--Souris,Brandon--Souris,Christian Heritage,Atkins,Colin,
46001,Brandon--Souris,Brandon--Souris,Green,Bird,Brad,
46001,Brandon--Souris,Brandon--Souris,Liberal,Downing,Murray,
46001,Brandon--Souris,Brandon--Souris,Communist,Gallagher,Lisa,
46001,Brandon--Souris,Brandon--Souris,NDP,Senff,Bob,
46001,Brandon--Souris,Brandon--Souris,Conservative,Tweed,Merv,
46001,Brandon--Souris,Brandon--Souris,Independent,Volek,Mike,
46002,Charleswood--St. James--Assiniboia,Charleswood--St. James--Assiniboia,Conservative,Fletcher,Steven,
46002,Charleswood--St. James--Assiniboia,Charleswood--St. James--Assiniboia,Green,Johannson,Mike,
46002,Charleswood--St. James--Assiniboia,Charleswood--St. James--Assiniboia,NDP,Kshyk,Dennis,
46002,Charleswood--St. James--Assiniboia,Charleswood--St. James--Assiniboia,Liberal,Loewen,John,
46003,Churchill,Churchill,Conservative,Ahmad,Nazir,
46003,Churchill,Churchill,NDP,Ashton,Niki Christina,
46003,Churchill,Churchill,Independent,Bodnar,Brad,
46003,Churchill,Churchill,Independent,Desjarlais,Bev,
46003,Churchill,Churchill,Green,Fountain,Jeff,
46003,Churchill,Churchill,Liberal,Keeper,Tina,
46004,Dauphin--Swan River--Marquette,Dauphin--Swan River--Marquette,Liberal,Dewar,Don,
46004,Dauphin--Swan River--Marquette,Dauphin--Swan River--Marquette,NDP,Kolisnyk,Walter,
46004,Dauphin--Swan River--Marquette,Dauphin--Swan River--Marquette,Conservative,Mark,Inky,
46004,Dauphin--Swan River--Marquette,Dauphin--Swan River--Marquette,Green,Storey,Kathy,
46004,Dauphin--Swan River--Marquette,Dauphin--Swan River--Marquette,Christian Heritage,Yawney,Iris,
46005,Elmwood--Transcona,Elmwood--Transcona,NDP,Blaikie,Bill,
46005,Elmwood--Transcona,Elmwood--Transcona,Green,Hutter,Tanja,
46005,Elmwood--Transcona,Elmwood--Transcona,Liberal,Parks,Tanya,
46005,Elmwood--Transcona,Elmwood--Transcona,Christian Heritage,Scott,Robert,
46005,Elmwood--Transcona,Elmwood--Transcona,Conservative,West,Linda,
46006,Kildonan--St. Paul,Kildonan--St. Paul,Liberal,Duguid,Terry,
46006,Kildonan--St. Paul,Kildonan--St. Paul,Independent,Hiebert,Eduard,
46006,Kildonan--St. Paul,Kildonan--St. Paul,NDP,Myskiw,Evelyn,
46006,Kildonan--St. Paul,Kildonan--St. Paul,Conservative,Smith,Joy,
46006,Kildonan--St. Paul,Kildonan--St. Paul,Green,Zobel,Colleen,
46007,Portage--Lisgar,Portage--Lisgar,Green,Howatt,Charlie,
46007,Portage--Lisgar,Portage--Lisgar,Liberal,McLean,Garry,
46007,Portage--Lisgar,Portage--Lisgar,Conservative,Pallister,Brian,
46007,Portage--Lisgar,Portage--Lisgar,Christian Heritage,Reimer,David,
46007,Portage--Lisgar,Portage--Lisgar,NDP,Van Den Bussche,Daren,
46008,Provencher,Provencher,Green,Gibson,Janine G.,
46008,Provencher,Provencher,NDP,O'Connor,Patrick,
46008,Provencher,Provencher,Liberal,Penner,Wes,
46008,Provencher,Provencher,Conservative,Toews,Vic,
46009,Saint Boniface,Saint-Boniface,NDP,Allard,Mathieu,
46009,Saint Boniface,Saint-Boniface,Conservative,Cooper,Ken,
46009,Saint Boniface,Saint-Boniface,Christian Heritage,MacDiarmid,Jane,
46009,Saint Boniface,Saint-Boniface,Green,Payette,Marc,
46009,Saint Boniface,Saint-Boniface,Liberal,Simard,Raymond,
46010,Selkirk--Interlake,Selkirk--Interlake,Christian Heritage,Barendregt,Anthony Eric,
46010,Selkirk--Interlake,Selkirk--Interlake,Liberal,Benson,Bruce,
46010,Selkirk--Interlake,Selkirk--Interlake,Conservative,Bezan,James,
46010,Selkirk--Interlake,Selkirk--Interlake,Independent,Geisler,Duncan E.,
46010,Selkirk--Interlake,Selkirk--Interlake,Green,Goodman,Thomas Alexander,
46010,Selkirk--Interlake,Selkirk--Interlake,NDP,Schreyer,Ed,
46011,Winnipeg Centre,Winnipeg-Centre,Communist,Carr,Anna-Celestrya,
46011,Winnipeg Centre,Winnipeg-Centre,Green,Gervais,Gary,
46011,Winnipeg Centre,Winnipeg-Centre,NDP,Martin,Pat,
46011,Winnipeg Centre,Winnipeg-Centre,Conservative,Sterzer,Helen,
46011,Winnipeg Centre,Winnipeg-Centre,Liberal,St. Germain,Ray,
46012,Winnipeg North,Winnipeg-Nord,Green,Carey,David,
46012,Winnipeg North,Winnipeg-Nord,Liberal,Gill,Parmjeet,
46012,Winnipeg North,Winnipeg-Nord,Conservative,McDonald,Garreth,
46012,Winnipeg North,Winnipeg-Nord,Communist,Rankin,Darrell,
46012,Winnipeg North,Winnipeg-Nord,Christian Heritage,Truijen,Eric,
46012,Winnipeg North,Winnipeg-Nord,NDP,Wasylycia-Leis,Judy,
46013,Winnipeg South,Winnipeg-Sud,Liberal,Alcock,Reg,
46013,Winnipeg South,Winnipeg-Sud,Conservative,Bruinooge,Rod,
46013,Winnipeg South,Winnipeg-Sud,Christian Heritage,Loewen-Steffano,Heidi,
46013,Winnipeg South,Winnipeg-Sud,NDP,Page,Robert,
46013,Winnipeg South,Winnipeg-Sud,Green,Whiteside,Wesley Owen,
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,Independent,Anderson,Jeffrey,
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,Liberal,Neville,Anita,
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,Conservative,Richards,Michael,
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,Green,Scott,Vere H.,
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,Progressive Canadian Party,Swirsky,Dale,
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,Canadian Action Party,Thompson,Magnus,
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,NDP,Wasyliw,Mark,
47001,Battlefords--Lloydminster,Battlefords--Lloydminster,Green,Kratchmer,Norbert,
47001,Battlefords--Lloydminster,Battlefords--Lloydminster,Liberal,LaPlante,Dominic,
47001,Battlefords--Lloydminster,Battlefords--Lloydminster,No Affiliation,Pankiw,Jim,
47001,Battlefords--Lloydminster,Battlefords--Lloydminster,Conservative,Ritz,Gerry,
47001,Battlefords--Lloydminster,Battlefords--Lloydminster,Christian Heritage,Stephan,Harold,
47001,Battlefords--Lloydminster,Battlefords--Lloydminster,NDP,Wyatt,Elgin Wayne,
47002,Blackstrap,Blackstrap,Liberal,Barron,Herta,
47002,Blackstrap,Blackstrap,Green,Fornssler,Mike,
47002,Blackstrap,Blackstrap,NDP,Kossick,Don,
47002,Blackstrap,Blackstrap,Communist,Kristtorn,Sonje,
47002,Blackstrap,Blackstrap,Independent,Krozser,D.-Jay,
47002,Blackstrap,Blackstrap,Conservative,Yelich,Lynne,
47003,Desnethé--Missinippi--Churchill River,Desnethé--Missinippi--Rivière Churchill,Conservative,Harrison,Jeremy,
47003,Desnethé--Missinippi--Churchill River,Desnethé--Missinippi--Rivière Churchill,NDP,Jackson,Anita,
47003,Desnethé--Missinippi--Churchill River,Desnethé--Missinippi--Rivière Churchill,Green,McDonald,John A.,
47003,Desnethé--Missinippi--Churchill River,Desnethé--Missinippi--Rivière Churchill,Liberal,Merasty,Gary,
47004,Cypress Hills--Grasslands,Cypress Hills--Grasslands,Conservative,Anderson,David,
47004,Cypress Hills--Grasslands,Cypress Hills--Grasslands,Liberal,Caton,Bill,
47004,Cypress Hills--Grasslands,Cypress Hills--Grasslands,NDP,Eason,Mike,
47004,Cypress Hills--Grasslands,Cypress Hills--Grasslands,Green,Knorr,Amanda,
47005,Palliser,Palliser,Conservative,Batters,Dave,
47005,Palliser,Palliser,NDP,Dusel,Jo-Anne,
47005,Palliser,Palliser,Canadian Action Party,Fogal,Marcia,
47005,Palliser,Palliser,Green,Shasko,Larissa,
47005,Palliser,Palliser,Liberal,Williams,John,
47006,Prince Albert,Prince Albert,Conservative,Fitzpatrick,Brian,
47006,Prince Albert,Prince Albert,Liberal,Jahn,Patrick,
47006,Prince Albert,Prince Albert,NDP,Mushinski,Valerie,
47006,Prince Albert,Prince Albert,Green,Zepp,Larry,
47007,Regina--Lumsden--Lake Centre,Regina--Lumsden--Lake Centre,Liberal,Anderson,Gary,
47007,Regina--Lumsden--Lake Centre,Regina--Lumsden--Lake Centre,NDP,Kovatch,Moe,
47007,Regina--Lumsden--Lake Centre,Regina--Lumsden--Lake Centre,Conservative,Lukiwski,Tom,
47007,Regina--Lumsden--Lake Centre,Regina--Lumsden--Lake Centre,Green,Sorochan,Bill,
47008,Regina--Qu'Appelle,Regina--Qu'Appelle,Green,Dolter,Brett,
47008,Regina--Qu'Appelle,Regina--Qu'Appelle,Liberal,Herle,Allyce,
47008,Regina--Qu'Appelle,Regina--Qu'Appelle,NDP,Nystrom,Lorne,
47008,Regina--Qu'Appelle,Regina--Qu'Appelle,Conservative,Scheer,Andrew,
47009,Saskatoon--Humboldt,Saskatoon--Humboldt,Green,Jones,Mike E.,
47009,Saskatoon--Humboldt,Saskatoon--Humboldt,NDP,Mason,Andrew,
47009,Saskatoon--Humboldt,Saskatoon--Humboldt,Independent,Nyborg,Tim,
47009,Saskatoon--Humboldt,Saskatoon--Humboldt,Liberal,Stroh,Peter,
47009,Saskatoon--Humboldt,Saskatoon--Humboldt,Conservative,Trost,Brad,
47010,Saskatoon--Rosetown--Biggar,Saskatoon--Rosetown--Biggar,Green,Barsky,Rick,
47010,Saskatoon--Rosetown--Biggar,Saskatoon--Rosetown--Biggar,Christian Heritage,Bourassa,Marcel,
47010,Saskatoon--Rosetown--Biggar,Saskatoon--Rosetown--Biggar,Liberal,Luczka,Myron,
47010,Saskatoon--Rosetown--Biggar,Saskatoon--Rosetown--Biggar,Conservative,Skelton,Carol,
47010,Saskatoon--Rosetown--Biggar,Saskatoon--Rosetown--Biggar,NDP,Wiebe,Nettie,
47011,Saskatoon--Wanuskewin,Saskatoon--Wanuskewin,Liberal,Axworthy,Chris,
47011,Saskatoon--Wanuskewin,Saskatoon--Wanuskewin,Green,Cameron,Don,
47011,Saskatoon--Wanuskewin,Saskatoon--Wanuskewin,NDP,Maddin,Jim,
47011,Saskatoon--Wanuskewin,Saskatoon--Wanuskewin,Christian Heritage,Sanders,Dale,
47011,Saskatoon--Wanuskewin,Saskatoon--Wanuskewin,Conservative,Vellacott,Maurice,
47012,Souris--Moose Mountain,Souris--Moose Mountain,NDP,Haukeness,Michael,
47012,Souris--Moose Mountain,Souris--Moose Mountain,Conservative,Komarnicki,Ed,
47012,Souris--Moose Mountain,Souris--Moose Mountain,Liberal,McKague,Lonny,
47012,Souris--Moose Mountain,Souris--Moose Mountain,Green,Smith,Matthew,
47013,Wascana,Wascana,Conservative,Farquhar,Brad,
47013,Wascana,Wascana,Liberal,Goodale,Ralph,
47013,Wascana,Wascana,Green,Taylor,Nigel,
47013,Wascana,Wascana,NDP,Yum,Helen,
47014,Yorkton--Melville,Yorkton--Melville,Independent,Barabonoff,Carl,
47014,Yorkton--Melville,Yorkton--Melville,Conservative,Breitkreuz,Garry,
47014,Yorkton--Melville,Yorkton--Melville,Liberal,Cushman,Mervin Joseph,
47014,Yorkton--Melville,Yorkton--Melville,NDP,Dennison,Jason,
47014,Yorkton--Melville,Yorkton--Melville,Green,Neu,Keith,
48001,Fort McMurray--Athabasca,Fort McMurray--Athabasca,Liberal,Buffalo,Mel H.,
48001,Fort McMurray--Athabasca,Fort McMurray--Athabasca,Green,Hopfe,Ian,
48001,Fort McMurray--Athabasca,Fort McMurray--Athabasca,Conservative,Jean,Brian,
48001,Fort McMurray--Athabasca,Fort McMurray--Athabasca,NDP,Lefort,Roland,
48001,Fort McMurray--Athabasca,Fort McMurray--Athabasca,First Peoples National,Malcolm,John,
48002,Calgary East,Calgary-Est,NDP,Arnell,Patrick,
48002,Calgary East,Calgary-Est,Communist,Devine,Jason,
48002,Calgary East,Calgary-Est,Canadian Action Party,Khan,Ghazanfar,
48002,Calgary East,Calgary-Est,Conservative,Obhrai,Deepak,
48002,Calgary East,Calgary-Est,Green,Taylor,John Mark,
48002,Calgary East,Calgary-Est,Liberal,To,Dobie,
48003,Calgary Centre-North,Calgary-Centre-Nord,Marxist-Leninist,Askin,Margaret Peggy,
48003,Calgary Centre-North,Calgary-Centre-Nord,NDP,Chan,John,
48003,Calgary Centre-North,Calgary-Centre-Nord,First Peoples National,Dokis,Doug,
48003,Calgary Centre-North,Calgary-Centre-Nord,Independent,Falconar,Michael,
48003,Calgary Centre-North,Calgary-Centre-Nord,Canadian Action Party,Kohut,James S.,
48003,Calgary Centre-North,Calgary-Centre-Nord,Green,MacGillivray,Mark,
48003,Calgary Centre-North,Calgary-Centre-Nord,Liberal,Moody,Matthew,
48003,Calgary Centre-North,Calgary-Centre-Nord,Conservative,Prentice,Jim,
48004,Calgary Northeast,Calgary-Nord-Est,Conservative,Hanger,Art,
48004,Calgary Northeast,Calgary-Nord-Est,Liberal,Johal,Jaswinder S.,
48004,Calgary Northeast,Calgary-Nord-Est,Green,Nguyen,Trung,
48004,Calgary Northeast,Calgary-Nord-Est,NDP,Ragan,Tyler,
48004,Calgary Northeast,Calgary-Nord-Est,Independent,Sanderson,Ron,
48005,Calgary--Nose Hill,Calgary--Nose Hill,Conservative,Ablonczy,Diane,
48005,Calgary--Nose Hill,Calgary--Nose Hill,Green,Burgess,Juliet,
48005,Calgary--Nose Hill,Calgary--Nose Hill,Liberal,Haney,Ted,
48005,Calgary--Nose Hill,Calgary--Nose Hill,NDP,Kaufman,Bruce,
48006,Calgary Centre,Calgary-Centre,Canadian Action Party,Grover,Trevor,
48006,Calgary Centre,Calgary-Centre,Green,Johnson,John N.,
48006,Calgary Centre,Calgary-Centre,Liberal,Kim,Heesung,
48006,Calgary Centre,Calgary-Centre,NDP,Pincott,Brian,
48006,Calgary Centre,Calgary-Centre,Conservative,Richardson,Lee,
48007,Calgary Southeast,Calgary-Sud-Est,Green,Gutoski,Gus,
48007,Calgary Southeast,Calgary-Sud-Est,Conservative,Kenney,Jason,
48007,Calgary Southeast,Calgary-Sud-Est,NDP,Leavitt,Eric,
48007,Calgary Southeast,Calgary-Sud-Est,Liberal,Ludwar,James,
48008,Calgary Southwest,Calgary-Sud-Ouest,Conservative,Harper,Stephen J.,
48008,Calgary Southwest,Calgary-Sud-Ouest,Christian Heritage,Heather,Larry R.,
48008,Calgary Southwest,Calgary-Sud-Ouest,NDP,Heffernan,Holly,
48008,Calgary Southwest,Calgary-Sud-Ouest,Liberal,Swanson,Mike,
48008,Calgary Southwest,Calgary-Sud-Ouest,Green,Warnke,Kim,
48009,Calgary West,Calgary-Ouest,Conservative,Anders,Rob,
48009,Calgary West,Calgary-Ouest,Canadian Action Party,Cayzer,Tim,
48009,Calgary West,Calgary-Ouest,NDP,Phelps Bondaroff,Teale,
48009,Calgary West,Calgary-Ouest,Liberal,Pollock,Jennifer,
48009,Calgary West,Calgary-Ouest,Green,Roberts,Danielle,
48009,Calgary West,Calgary-Ouest,Marxist-Leninist,Vachon,André,
48010,Crowfoot,Crowfoot,Liberal,Campbell,Adam,
48010,Crowfoot,Crowfoot,NDP,Parker,Ellen,
48010,Crowfoot,Crowfoot,Conservative,Sorenson,Kevin A.,
48010,Crowfoot,Crowfoot,Green,Wigmore,Cameron,
48011,Edmonton--Mill Woods--Beaumont,Edmonton--Mill Woods--Beaumont,NDP,Gray,Neal,
48011,Edmonton--Mill Woods--Beaumont,Edmonton--Mill Woods--Beaumont,Liberal,Grewal,Amarjit,
48011,Edmonton--Mill Woods--Beaumont,Edmonton--Mill Woods--Beaumont,Green,Harrington,Kate,
48011,Edmonton--Mill Woods--Beaumont,Edmonton--Mill Woods--Beaumont,Conservative,Lake,Mike,
48011,Edmonton--Mill Woods--Beaumont,Edmonton--Mill Woods--Beaumont,Independent,McLeod,Kyle,
48011,Edmonton--Mill Woods--Beaumont,Edmonton--Mill Woods--Beaumont,Communist,Rankin,Naomi,
48012,Edmonton Centre,Edmonton-Centre,Conservative,Hawn,Laurie,
48012,Edmonton Centre,Edmonton-Centre,NDP,Martyn,Donna,
48012,Edmonton Centre,Edmonton-Centre,Liberal,McLellan,Anne,
48012,Edmonton Centre,Edmonton-Centre,Marxist-Leninist,Morton,Peggy,
48012,Edmonton Centre,Edmonton-Centre,Green,Parker,David J.,
48012,Edmonton Centre,Edmonton-Centre,Independent,Swamy,Chandra Segaran,
48013,Edmonton East,Edmonton-Est,Green,Capnerhurst,Trey,
48013,Edmonton East,Edmonton-Est,NDP,Chapman,Arlene,
48013,Edmonton East,Edmonton-Est,Conservative,Goldring,Peter,
48013,Edmonton East,Edmonton-Est,Liberal,Martel,Nicole,
48014,Edmonton--Leduc,Edmonton--Leduc,Liberal,Jacuta,Jim,
48014,Edmonton--Leduc,Edmonton--Leduc,Green,Pettit,Ben Morrison,
48014,Edmonton--Leduc,Edmonton--Leduc,Conservative,Rajotte,James,
48014,Edmonton--Leduc,Edmonton--Leduc,NDP,Rybiak,Martin,
48015,Edmonton--St. Albert,Edmonton--St. Albert,Liberal,Haroun,Stanley,
48015,Edmonton--St. Albert,Edmonton--St. Albert,Green,Johnston,Peter,
48015,Edmonton--St. Albert,Edmonton--St. Albert,NDP,Melymick,Mike,
48015,Edmonton--St. Albert,Edmonton--St. Albert,Conservative,Williams,John,
48016,Edmonton--Sherwood Park,Edmonton--Sherwood Park,Conservative,Epp,Ken,
48016,Edmonton--Sherwood Park,Edmonton--Sherwood Park,NDP,Lang,Laurie,
48016,Edmonton--Sherwood Park,Edmonton--Sherwood Park,Green,Lau,Lynn T.,
48016,Edmonton--Sherwood Park,Edmonton--Sherwood Park,Liberal,Symic,Ron,
48017,Edmonton--Spruce Grove,Edmonton--Spruce Grove,Conservative,Ambrose,Rona,
48017,Edmonton--Spruce Grove,Edmonton--Spruce Grove,Liberal,Enge,Brad,
48017,Edmonton--Spruce Grove,Edmonton--Spruce Grove,Green,Lackey,John,
48017,Edmonton--Spruce Grove,Edmonton--Spruce Grove,NDP,Rockwell,Jason,
48018,Edmonton--Strathcona,Edmonton--Strathcona,Marijuana Party,Dowling,Dave,
48018,Edmonton--Strathcona,Edmonton--Strathcona,NDP,Duncan,Linda,
48018,Edmonton--Strathcona,Edmonton--Strathcona,Progressive Canadian Party,Fedeyko,Michael,
48018,Edmonton--Strathcona,Edmonton--Strathcona,Liberal,Hladyshevsky,Andy,
48018,Edmonton--Strathcona,Edmonton--Strathcona,Marxist-Leninist,Hunter,Kevan,
48018,Edmonton--Strathcona,Edmonton--Strathcona,Conservative,Jaffer,Rahim,
