district_code,district_name_english,district_name_french,party,candidate_last,candidate_first
35093,Toronto Centre,Toronto-Centre,Independent,Derome,Gerald
35093,Toronto Centre,Toronto-Centre,Marxist-Leninist,Fernandez,Philip
35093,Toronto Centre,Toronto-Centre,Conservative,Gentili,David Peter
35093,Toronto Centre,Toronto-Centre,NDP,Khaki,El- Farouk
35093,Toronto Centre,Toronto-Centre,Green,Michelson,Ellen
35093,Toronto Centre,Toronto-Centre,Liberal,Rae,Bob
35093,Toronto Centre,Toronto-Centre,Animal Alliance Environment Voters,White,Liz
35094,Toronto--Danforth,Toronto--Danforth,Animal Alliance Environment Voters,Crawford,Marie
35094,Toronto--Danforth,Toronto--Danforth,Green,Howarth,Sharon
35094,Toronto--Danforth,Toronto--Danforth,Liberal,Lang,Andrew
35094,Toronto--Danforth,Toronto--Danforth,NDP,Layton,Jack
35094,Toronto--Danforth,Toronto--Danforth,Conservative,Perreault,Christina
35094,Toronto--Danforth,Toronto--Danforth,Independent,Richardson,John
35094,Toronto--Danforth,Toronto--Danforth,Marxist-Leninist,Rodden,Marcell
35094,Toronto--Danforth,Toronto--Danforth,Canadian Action,Yazdanfar,Bahman
35095,Trinity--Spadina,Trinity--Spadina,Independent,Almeida,Carlos Santos
35095,Trinity--Spadina,Trinity--Spadina,Libertarian,Brown,Chester
35095,Trinity--Spadina,Trinity--Spadina,NDP,Chow,Olivia
35095,Trinity--Spadina,Trinity--Spadina,Independent,Illie,Val
35095,Trinity--Spadina,Trinity--Spadina,Liberal,Innes,Christine
35095,Trinity--Spadina,Trinity--Spadina,Green,La Frenie,Stephen
35095,Trinity--Spadina,Trinity--Spadina,Conservative,McGirr,Christine
35096,Vaughan,Vaughan,Liberal,Bevilacqua,Maurizio
35096,Vaughan,Vaughan,Conservative,Lorello,Richard
35096,Vaughan,Vaughan,Green,Visentin,Adrian
35096,Vaughan,Vaughan,NDP,Wilkin,Vicky
35097,Welland,Welland,NDP,Allen,Malcolm
35097,Welland,Welland,Independent,Di Bartolomeo,Jody
35097,Welland,Welland,Conservative,Kiers,Alf
35097,Welland,Welland,Liberal,Maloney,John
35097,Welland,Welland,Green,Mooradian,Jennifer
35097,Welland,Welland,Marxist-Leninist,Walker,Ron
35098,Wellington--Halton Hills,Wellington--Halton Hills,Green,Bouteiller,Brent
35098,Wellington--Halton Hills,Wellington--Halton Hills,Liberal,Bowser,Bruce
35098,Wellington--Halton Hills,Wellington--Halton Hills,Conservative,Chong,Michael
35098,Wellington--Halton Hills,Wellington--Halton Hills,NDP,Duignan,Noel
35098,Wellington--Halton Hills,Wellington--Halton Hills,Christian Heritage,Streutker,Jeffrey
35099,Whitby--Oshawa,Whitby--Oshawa,Green,Anderson,Doug
35099,Whitby--Oshawa,Whitby--Oshawa,Conservative,Flaherty,Jim
35099,Whitby--Oshawa,Whitby--Oshawa,Christian Heritage,Forbes,Yvonne
35099,Whitby--Oshawa,Whitby--Oshawa,Liberal,Fullard,Brent
35099,Whitby--Oshawa,Whitby--Oshawa,NDP,Purdy,David
35100,Willowdale,Willowdale,Green,Carcasole,Lou
35100,Willowdale,Willowdale,Liberal,Hall Findlay,Martha
35100,Willowdale,Willowdale,Conservative,Karns,Jake
35100,Willowdale,Willowdale,Independent,Michael,Bernadette
35100,Willowdale,Willowdale,Progressive Canadian,Roudgarnia,Bahman
35100,Willowdale,Willowdale,NDP,Wallace,Susan
35101,Windsor--Tecumseh,Windsor--Tecumseh,NDP,Comartin,Joe
35101,Windsor--Tecumseh,Windsor--Tecumseh,Conservative,Ghanam,Denise
35101,Windsor--Tecumseh,Windsor--Tecumseh,Liberal,Mastroianni,Steve
35101,Windsor--Tecumseh,Windsor--Tecumseh,Green,Prestanski,Kyle
35102,Windsor West,Windsor-Ouest,Green,Esposito,John
35102,Windsor West,Windsor-Ouest,Liberal,Horwitz,Larry
35102,Windsor West,Windsor-Ouest,Conservative,Lumley,Lisa
35102,Windsor West,Windsor-Ouest,NDP,Masse,Brian
35102,Windsor West,Windsor-Ouest,Communist,Rowley,Elizabeth
35102,Windsor West,Windsor-Ouest,Marxist-Leninist,Villamizar,Margaret
35103,York Centre,York-Centre,NDP,Baily,Kurtis
35103,York Centre,York-Centre,Liberal,Dryden,Ken
35103,York Centre,York-Centre,Green,Frei,Rosemary
35103,York Centre,York-Centre,Conservative,Wilner,Rochelle
35104,York--Simcoe,York--Simcoe,Green,Dewar,John
35104,York--Simcoe,York--Simcoe,NDP,Gerl,Sylvia
35104,York--Simcoe,York--Simcoe,Christian Heritage,Gunn,Vicki
35104,York--Simcoe,York--Simcoe,Liberal,Moses,Judith
35104,York--Simcoe,York--Simcoe,Progressive Canadian,Pisani,Paul
35104,York--Simcoe,York--Simcoe,Conservative,Van Loan,Peter
35105,York South--Weston,York-Sud--Weston,Conservative,Cocelli,Aydin
35105,York South--Weston,York-Sud--Weston,Green,Papadimitriou,Andre
35105,York South--Weston,York-Sud--Weston,NDP,Sullivan,Mike
35105,York South--Weston,York-Sud--Weston,Liberal,Tonks,Alan
35106,York West,York-Ouest,Green,Capra,Nick
35106,York West,York-Ouest,NDP,Manfrini,Giulio
35106,York West,York-Ouest,Conservative,Nguyen,Kevin
35106,York West,York-Ouest,Liberal,Sgro,Judy
46001,Brandon--Souris,Brandon--Souris,Green,Barnes,Dave
46001,Brandon--Souris,Brandon--Souris,NDP,Bouché,John
46001,Brandon--Souris,Brandon--Souris,Christian Heritage,Dondo,Jerome
46001,Brandon--Souris,Brandon--Souris,Communist,Gallagher,Lisa
46001,Brandon--Souris,Brandon--Souris,Conservative,Tweed,Merv
46001,Brandon--Souris,Brandon--Souris,Liberal,Willard,Martha Jo
46002,Charleswood--St. James--Assiniboia,Charleswood--St. James--Assiniboia,Conservative,Fletcher,Steven
46002,Charleswood--St. James--Assiniboia,Charleswood--St. James--Assiniboia,Liberal,Friesen,Bob
46002,Charleswood--St. James--Assiniboia,Charleswood--St. James--Assiniboia,Christian Heritage,Price,Mark
46002,Charleswood--St. James--Assiniboia,Charleswood--St. James--Assiniboia,NDP,Shiells,Fiona
46002,Charleswood--St. James--Assiniboia,Charleswood--St. James--Assiniboia,Green,Timlick,Brian
46003,Churchill,Churchill,NDP,Ashton,Niki
46003,Churchill,Churchill,Conservative,Daudrich,Wally
46003,Churchill,Churchill,Green,Harvie,Saara
46003,Churchill,Churchill,Liberal,Keeper,Tina
46004,Dauphin--Swan River--Marquette,Dauphin--Swan River--Marquette,Christian Heritage,Andres,David
46004,Dauphin--Swan River--Marquette,Dauphin--Swan River--Marquette,Conservative,Mark,Inky
46004,Dauphin--Swan River--Marquette,Dauphin--Swan River--Marquette,Liberal,Menzies,Wendy
46004,Dauphin--Swan River--Marquette,Dauphin--Swan River--Marquette,People's Political Power,Prefontaine,Charles
46004,Dauphin--Swan River--Marquette,Dauphin--Swan River--Marquette,Green,Storey,Kate
46004,Dauphin--Swan River--Marquette,Dauphin--Swan River--Marquette,NDP,Strynadka,Ron
46005,Elmwood--Transcona,Elmwood--Transcona,Green,Hrynkow,Chris
46005,Elmwood--Transcona,Elmwood--Transcona,NDP,Maloway,Jim
46005,Elmwood--Transcona,Elmwood--Transcona,Liberal,Penner,Wes
46005,Elmwood--Transcona,Elmwood--Transcona,Christian Heritage,Scott,Robert
46005,Elmwood--Transcona,Elmwood--Transcona,Conservative,Steen,Thomas
46006,Kildonan--St. Paul,Kildonan--St. Paul,Green,Bowkett,Kevan
46006,Kildonan--St. Paul,Kildonan--St. Paul,NDP,Eadie,Ross
46006,Kildonan--St. Paul,Kildonan--St. Paul,Independent,Hiebert,Eduard
46006,Kildonan--St. Paul,Kildonan--St. Paul,Liberal,Hughes,Lesley
46006,Kildonan--St. Paul,Kildonan--St. Paul,Christian Heritage,Loewen,Jordan
46006,Kildonan--St. Paul,Kildonan--St. Paul,Conservative,Smith,Joy
46007,Portage--Lisgar,Portage--Lisgar,NDP,Alli,Mohamed
46007,Portage--Lisgar,Portage--Lisgar,Conservative,Hoeppner,Candice
46007,Portage--Lisgar,Portage--Lisgar,Green,Howatt,Charlie
46007,Portage--Lisgar,Portage--Lisgar,Liberal,Klassen,Ted
46007,Portage--Lisgar,Portage--Lisgar,Christian Heritage,Lodder,Len
46008,Provencher,Provencher,Green,Gibson,Janine
46008,Provencher,Provencher,Liberal,Hiebert,Shirley
46008,Provencher,Provencher,NDP,Martin,Ross
46008,Provencher,Provencher,Christian Heritage,Reimer,David
46008,Provencher,Provencher,Conservative,Toews,Vic
46009,Saint Boniface,Saint-Boniface,Conservative,Glover,Shelly
46009,Saint Boniface,Saint-Boniface,Christian Heritage,Gregoire,Justin
46009,Saint Boniface,Saint-Boniface,Green,Payette,Marc
46009,Saint Boniface,Saint-Boniface,NDP,Schaubroeck,Matt
46009,Saint Boniface,Saint-Boniface,Liberal,Simard,Raymond
46010,Selkirk--Interlake,Selkirk--Interlake,Conservative,Bezan,James
46010,Selkirk--Interlake,Selkirk--Interlake,NDP,Cordner,Pat
46010,Selkirk--Interlake,Selkirk--Interlake,Christian Heritage,MacDiarmid,Jane
46010,Selkirk--Interlake,Selkirk--Interlake,Liberal,Walsh,Kevin
46010,Selkirk--Interlake,Selkirk--Interlake,Green,Whiteman,Glenda
46011,Winnipeg Centre,Winnipeg-Centre,Independent,Ackerman,Ed
46011,Winnipeg Centre,Winnipeg-Centre,Independent,Chan,Joe
46011,Winnipeg Centre,Winnipeg-Centre,Conservative,Daodu,Kenny
46011,Winnipeg Centre,Winnipeg-Centre,Liberal,Hurley,Dan
46011,Winnipeg Centre,Winnipeg-Centre,Green,Klassen,Jessie
46011,Winnipeg Centre,Winnipeg-Centre,NDP,Martin,Pat
46011,Winnipeg Centre,Winnipeg-Centre,First Peoples National,Morrisseau,Lyle
46011,Winnipeg Centre,Winnipeg-Centre,Communist,Rankin,Darrell
46012,Winnipeg North,Winnipeg-Nord,Green,Johannson,Catharine
46012,Winnipeg North,Winnipeg-Nord,Communist,Komarniski,Frank
46012,Winnipeg North,Winnipeg-Nord,Conservative,Larkin,Ray
46012,Winnipeg North,Winnipeg-Nord,Liberal,Marion,Marcelle
46012,Winnipeg North,Winnipeg-Nord,People's Political Power,Poisson,Roger F.
46012,Winnipeg North,Winnipeg-Nord,NDP,Wasylycia-Leis,Judy
46013,Winnipeg South,Winnipeg-Sud,Conservative,Bruinooge,Rod
46013,Winnipeg South,Winnipeg-Sud,Green,Cosby,David
46013,Winnipeg South,Winnipeg-Sud,Liberal,Loewen,John
46013,Winnipeg South,Winnipeg-Sud,Christian Heritage,Loewen-Steffano,Heidi
46013,Winnipeg South,Winnipeg-Sud,NDP,Robert,Sean
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,NDP,Heinrichs,Rachel
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,Conservative,Kennerd,Trevor
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,Liberal,Neville,Anita
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,Green,Scott,Vere
47001,Battlefords--Lloydminster,Battlefords--Lloydminster,Green,Kratchmer,Norbert
47001,Battlefords--Lloydminster,Battlefords--Lloydminster,Liberal,Nyholt,Gregory
47001,Battlefords--Lloydminster,Battlefords--Lloydminster,Conservative,Ritz,Gerry
47001,Battlefords--Lloydminster,Battlefords--Lloydminster,Christian Heritage,Stephan,Harold
47001,Battlefords--Lloydminster,Battlefords--Lloydminster,NDP,Woloshyn,Bob
47002,Blackstrap,Blackstrap,Liberal,Ehmann,Deb
47002,Blackstrap,Blackstrap,NDP,Gieni,Patti
47002,Blackstrap,Blackstrap,Green,Pallagi,Imre
47002,Blackstrap,Blackstrap,Conservative,Yelich,Lynne
47003,Desnethé--Missinippi--Churchill River,Desnethé--Missinippi--Rivière Churchill,First Peoples National,Ballantyne,Rob
47003,Desnethé--Missinippi--Churchill River,Desnethé--Missinippi--Rivière Churchill,Conservative,Clarke,Rob
47003,Desnethé--Missinippi--Churchill River,Desnethé--Missinippi--Rivière Churchill,NDP,Morin,Brian
47003,Desnethé--Missinippi--Churchill River,Desnethé--Missinippi--Rivière Churchill,Green,Morin,George
47003,Desnethé--Missinippi--Churchill River,Desnethé--Missinippi--Rivière Churchill,Liberal,Orchard,David
47004,Cypress Hills--Grasslands,Cypress Hills--Grasslands,Conservative,Anderson,David
47004,Cypress Hills--Grasslands,Cypress Hills--Grasslands,Green,Clary,Bill
47004,Cypress Hills--Grasslands,Cypress Hills--Grasslands,Liberal,Filson,Duane
47004,Cypress Hills--Grasslands,Cypress Hills--Grasslands,NDP,Wilson,Scott
47005,Palliser,Palliser,Conservative,Boughen,Ray
47005,Palliser,Palliser,Liberal,Johnston,Cal
47005,Palliser,Palliser,NDP,Mitchell,Don
47005,Palliser,Palliser,Green,Shasko,Larissa
47006,Prince Albert,Prince Albert,Canadian Action,Batley,Craig
47006,Prince Albert,Prince Albert,Liberal,Doderai,Lou
47006,Prince Albert,Prince Albert,Conservative,Hoback,Randy
47006,Prince Albert,Prince Albert,NDP,Mushinski,Valerie
47006,Prince Albert,Prince Albert,Green,Smytaniuk,Amanda Judith Marie
47007,Regina--Lumsden--Lake Centre,Regina--Lumsden--Lake Centre,NDP,Kress,Fred
47007,Regina--Lumsden--Lake Centre,Regina--Lumsden--Lake Centre,Conservative,Lukiwski,Tom
47007,Regina--Lumsden--Lake Centre,Regina--Lumsden--Lake Centre,Liberal,Lysack,Monica
47007,Regina--Lumsden--Lake Centre,Regina--Lumsden--Lake Centre,Green,Stulberg,Nicolas
47008,Regina--Qu'Appelle,Regina--Qu'Appelle,NDP,Bernier,Janice
47008,Regina--Qu'Appelle,Regina--Qu'Appelle,Green,Chatterson,Greg
47008,Regina--Qu'Appelle,Regina--Qu'Appelle,Liberal,Flaman,Rod
47008,Regina--Qu'Appelle,Regina--Qu'Appelle,Conservative,Scheer,Andrew
47009,Saskatoon--Humboldt,Saskatoon--Humboldt,Green,Ducasse,Jean-Pierre
47009,Saskatoon--Humboldt,Saskatoon--Humboldt,Liberal,Parhar,Karen
47009,Saskatoon--Humboldt,Saskatoon--Humboldt,NDP,Ruston,Scott
47009,Saskatoon--Humboldt,Saskatoon--Humboldt,Conservative,Trost,Brad
47010,Saskatoon--Rosetown--Biggar,Saskatoon--Rosetown--Biggar,Independent,Barsky,Rick
47010,Saskatoon--Rosetown--Biggar,Saskatoon--Rosetown--Biggar,Conservative,Block,Kelly
47010,Saskatoon--Rosetown--Biggar,Saskatoon--Rosetown--Biggar,Liberal,Bluehorn,Roy
47010,Saskatoon--Rosetown--Biggar,Saskatoon--Rosetown--Biggar,Christian Heritage,Bourassa,Marcel Leon
47010,Saskatoon--Rosetown--Biggar,Saskatoon--Rosetown--Biggar,Green,Jones,Amber
47010,Saskatoon--Rosetown--Biggar,Saskatoon--Rosetown--Biggar,Libertarian,Stricker,Kevin
47010,Saskatoon--Rosetown--Biggar,Saskatoon--Rosetown--Biggar,NDP,Wiebe,Nettie
47011,Saskatoon--Wanuskewin,Saskatoon--Wanuskewin,NDP,Davidson,Clint
47011,Saskatoon--Wanuskewin,Saskatoon--Wanuskewin,Green,Smith,Tobi-Dawne
47011,Saskatoon--Wanuskewin,Saskatoon--Wanuskewin,Conservative,Vellacott,Maurice
47011,Saskatoon--Wanuskewin,Saskatoon--Wanuskewin,Liberal,Zipchen,Patricia
47012,Souris--Moose Mountain,Souris--Moose Mountain,Liberal,Belt,Marlin
47012,Souris--Moose Mountain,Souris--Moose Mountain,Green,Deptuck,Bob
47012,Souris--Moose Mountain,Souris--Moose Mountain,NDP,Fletcher,Raquel
47012,Souris--Moose Mountain,Souris--Moose Mountain,Conservative,Komarnicki,Ed
47013,Wascana,Wascana,Liberal,Goodale,Ralph
47013,Wascana,Wascana,Conservative,Hunter,Michelle
47013,Wascana,Wascana,NDP,Moore,Stephen
47013,Wascana,Wascana,Green,Wooldridge,George-Richard
47014,Yorkton--Melville,Yorkton--Melville,Green,Antony,Jen
47014,Yorkton--Melville,Yorkton--Melville,Liberal,Bell,Bryan H.
47014,Yorkton--Melville,Yorkton--Melville,Conservative,Breitkreuz,Garry
47014,Yorkton--Melville,Yorkton--Melville,NDP,Ottenbreit,Doug
48001,Fort McMurray--Athabasca,Fort McMurray--Athabasca,Conservative,Jean,Brian
48001,Fort McMurray--Athabasca,Fort McMurray--Athabasca,First Peoples National,Malcolm,John
48001,Fort McMurray--Athabasca,Fort McMurray--Athabasca,Independent,Reimer,Shawn
48001,Fort McMurray--Athabasca,Fort McMurray--Athabasca,Green,Richards,Dylan
48001,Fort McMurray--Athabasca,Fort McMurray--Athabasca,Christian Heritage,Strydhorst,Jacob
48001,Fort McMurray--Athabasca,Fort McMurray--Athabasca,NDP,Voyageur,Mark
48001,Fort McMurray--Athabasca,Fort McMurray--Athabasca,Liberal,Webb,John
48002,Calgary East,Calgary-Est,Green,Coates,Nathan David
48002,Calgary East,Calgary-Est,Communist,Devine,Jason
48002,Calgary East,Calgary-Est,Liberal,Kennedy,Bernie
48002,Calgary East,Calgary-Est,Conservative,Obhrai,Deepak
48002,Calgary East,Calgary-Est,NDP,Vaughan,Ian
48003,Calgary Centre-North,Calgary-Centre-Nord,Marxist-Leninist,Askin,Peggy
48003,Calgary Centre-North,Calgary-Centre-Nord,NDP,Chan,John
48003,Calgary Centre-North,Calgary-Centre-Nord,Green,Donovan,Eric
48003,Calgary Centre-North,Calgary-Centre-Nord,Liberal,James,Doug
48003,Calgary Centre-North,Calgary-Centre-Nord,Libertarian,McNeil,Jason E.
48003,Calgary Centre-North,Calgary-Centre-Nord,Conservative,Prentice,Jim
48004,Calgary Northeast,Calgary-Nord-Est,Green,Ahmad,Abeed Monty
48004,Calgary Northeast,Calgary-Nord-Est,Marxist-Leninist,Blanchard,Daniel
48004,Calgary Northeast,Calgary-Nord-Est,NDP,Dey,Vinay
48004,Calgary Northeast,Calgary-Nord-Est,Liberal,Kang,Sanam S.
48004,Calgary Northeast,Calgary-Nord-Est,No Affiliation,Richard,Roger
48004,Calgary Northeast,Calgary-Nord-Est,Conservative,Shory,Devinder
48005,Calgary--Nose Hill,Calgary--Nose Hill,Conservative,Ablonczy,Diane
48005,Calgary--Nose Hill,Calgary--Nose Hill,Green,Hajj,Tony
48005,Calgary--Nose Hill,Calgary--Nose Hill,Liberal,Newman,Anoush
48005,Calgary--Nose Hill,Calgary--Nose Hill,NDP,Sundberg,Stephanie
48006,Calgary Centre,Calgary-Centre,Independent,Grochowski,Antony Tony
48006,Calgary Centre,Calgary-Centre,Liberal,Kim,Heesung
48006,Calgary Centre,Calgary-Centre,NDP,Kinch,Tyler
48006,Calgary Centre,Calgary-Centre,Green,Odd,Natalie
48006,Calgary Centre,Calgary-Centre,Conservative,Richardson,Lee
48007,Calgary Southeast,Calgary-Sud-Est,Liberal,Carroll,Brad
48007,Calgary Southeast,Calgary-Sud-Est,Green,Chandler,Margaret
48007,Calgary Southeast,Calgary-Sud-Est,Conservative,Kenney,Jason
48007,Calgary Southeast,Calgary-Sud-Est,NDP,Willott,Chris
48008,Calgary Southwest,Calgary-Sud-Ouest,Green,Christie,Kelly
48008,Calgary Southwest,Calgary-Sud-Ouest,Conservative,Harper,Stephen
48008,Calgary Southwest,Calgary-Sud-Ouest,Christian Heritage,Heather,Larry R.
48008,Calgary Southwest,Calgary-Sud-Ouest,NDP,Heffernan,Holly
48008,Calgary Southwest,Calgary-Sud-Ouest,Liberal,Lamontagne,Marlene
48008,Calgary Southwest,Calgary-Sud-Ouest,Libertarian,Young,Dennis
48009,Calgary West,Calgary-Ouest,Conservative,Anders,Rob
48009,Calgary West,Calgary-Ouest,NDP,Phelps Bondaroff,Teale
48009,Calgary West,Calgary-Ouest,Liberal,Pollock,Jennifer
48009,Calgary West,Calgary-Ouest,Independent,Schmidt,Kirk
48009,Calgary West,Calgary-Ouest,Marxist-Leninist,Vachon,André
48009,Calgary West,Calgary-Ouest,Green,Weeks,Randy
48010,Crowfoot,Crowfoot,Liberal,Howe,Sharon L.
48010,Crowfoot,Crowfoot,Green,Kettenbach,Kaitlin
48010,Crowfoot,Crowfoot,NDP,Parker,Ellen
48010,Crowfoot,Crowfoot,Conservative,Sorenson,Kevin
48011,Edmonton--Mill Woods--Beaumont,Edmonton--Mill Woods--Beaumont,NDP,Butler,Mike
48011,Edmonton--Mill Woods--Beaumont,Edmonton--Mill Woods--Beaumont,Green,Hrushka,David Allan
48011,Edmonton--Mill Woods--Beaumont,Edmonton--Mill Woods--Beaumont,Conservative,Lake,Mike
48011,Edmonton--Mill Woods--Beaumont,Edmonton--Mill Woods--Beaumont,Communist,Rankin,Naomi
48011,Edmonton--Mill Woods--Beaumont,Edmonton--Mill Woods--Beaumont,Liberal,Saroya,Indira
48012,Edmonton Centre,Edmonton-Centre,Conservative,Hawn,Laurie
48012,Edmonton Centre,Edmonton-Centre,NDP,Martyn,Donna
48012,Edmonton Centre,Edmonton-Centre,Marxist-Leninist,Morton,Peggy
48012,Edmonton Centre,Edmonton-Centre,Green,Parker,David James
48012,Edmonton Centre,Edmonton-Centre,Liberal,Wachowich,Jim
48013,Edmonton East,Edmonton-Est,Green,Capnerhurst,Trey
48013,Edmonton East,Edmonton-Est,Conservative,Goldring,Peter
48013,Edmonton East,Edmonton-Est,Liberal,Laskoski,Stephanie
48013,Edmonton East,Edmonton-Est,NDP,Martin,Ray
48014,Edmonton--Leduc,Edmonton--Leduc,Green,Kennedy,Valerie
48014,Edmonton--Leduc,Edmonton--Leduc,Conservative,Rajotte,James
48014,Edmonton--Leduc,Edmonton--Leduc,NDP,Razga,Hana
48014,Edmonton--Leduc,Edmonton--Leduc,Liberal,Smith,Donna Lynn
48015,Edmonton--St. Albert,Edmonton--St. Albert,NDP,Burkhart,Dave
48015,Edmonton--St. Albert,Edmonton--St. Albert,Green,Johnston,Peter
48015,Edmonton--St. Albert,Edmonton--St. Albert,Conservative,Rathgeber,Brent
48015,Edmonton--St. Albert,Edmonton--St. Albert,Liberal,Sleiman,Sam
48016,Edmonton--Sherwood Park,Edmonton--Sherwood Park,Green,Erfani,Nina
48016,Edmonton--Sherwood Park,Edmonton--Sherwood Park,Independent,Ford,James
48016,Edmonton--Sherwood Park,Edmonton--Sherwood Park,NDP,LaBelle,Brian
48016,Edmonton--Sherwood Park,Edmonton--Sherwood Park,Liberal,Szostak,Rick
48016,Edmonton--Sherwood Park,Edmonton--Sherwood Park,Conservative,Uppal,Tim
48017,Edmonton--Spruce Grove,Edmonton--Spruce Grove,Conservative,Ambrose,Rona
48017,Edmonton--Spruce Grove,Edmonton--Spruce Grove,Liberal,Austin,Chris
48017,Edmonton--Spruce Grove,Edmonton--Spruce Grove,NDP,Phillips,Barb
48017,Edmonton--Spruce Grove,Edmonton--Spruce Grove,Green,Walker,Wendy
48018,Edmonton--Strathcona,Edmonton--Strathcona,NDP,Duncan,Linda
48018,Edmonton--Strathcona,Edmonton--Strathcona,Marxist-Leninist,Hunter,Kevan
48018,Edmonton--Strathcona,Edmonton--Strathcona,Conservative,Jaffer,Rahim
48018,Edmonton--Strathcona,Edmonton--Strathcona,Liberal,Roy,Claudette
48018,Edmonton--Strathcona,Edmonton--Strathcona,Green,Thrall,Jane
48019,Lethbridge,Lethbridge,Christian Heritage,Capp,Geoffrey
48019,Lethbridge,Lethbridge,Conservative,Casson,Rick
48019,Lethbridge,Lethbridge,Liberal,Cormican,Michael Joseph
48019,Lethbridge,Lethbridge,NDP,Sandilands,Mark
48019,Lethbridge,Lethbridge,Green,Swagar,Amanda
48020,Macleod,Macleod,NDP,Knowlton,Stan
48020,Macleod,Macleod,Green,McCollum,Jared
48020,Macleod,Macleod,Conservative,Menzies,Ted
48020,Macleod,Macleod,Liberal,Paynter,Isabel
48020,Macleod,Macleod,Christian Heritage,Slingerland,Marc
48021,Medicine Hat,Medicine Hat,Liberal,Botter,Bev
48021,Medicine Hat,Medicine Hat,Green,Dodd,Kevin
48021,Medicine Hat,Medicine Hat,Independent,Patrick,David S.
48021,Medicine Hat,Medicine Hat,Conservative,Payne,LaVar
48021,Medicine Hat,Medicine Hat,NDP,Regehr,Wally
48021,Medicine Hat,Medicine Hat,Independent,Shock,Dean
48021,Medicine Hat,Medicine Hat,Christian Heritage,Vandestroet,Frans
48022,Peace River,Peace River,NDP,Boucher Rymhs,Adele
48022,Peace River,Peace River,Liberal,Maisonneuve,Liliane
48022,Peace River,Peace River,Canadian Action,Siggelkow,Edwin
48022,Peace River,Peace River,Libertarian,Simard,Mélanie
48022,Peace River,Peace River,Green,Villebrun,Jennifer
48022,Peace River,Peace River,Conservative,Warkentin,Chris
48023,Red Deer,Red Deer,Green,Bedford,Evan
48023,Red Deer,Red Deer,Conservative,Dreeshen,Earl
48023,Red Deer,Red Deer,Liberal,Marks,Garfield
48023,Red Deer,Red Deer,NDP,Somerville,Stuart
48024,Vegreville--Wainwright,Vegreville--Wainwright,Conservative,Benoit,Leon
48024,Vegreville--Wainwright,Vegreville--Wainwright,Liberal,Campbell,Adam
48024,Vegreville--Wainwright,Vegreville--Wainwright,Green,Munsey,William
48024,Vegreville--Wainwright,Vegreville--Wainwright,NDP,Stone,Ray
48025,Westlock--St. Paul,Westlock--St. Paul,NDP,Drury,Della
48025,Westlock--St. Paul,Westlock--St. Paul,Christian Heritage,Hofstede,Sip
48025,Westlock--St. Paul,Westlock--St. Paul,Liberal,Houle,Leila
48025,Westlock--St. Paul,Westlock--St. Paul,Green,Murphy,Aden
48025,Westlock--St. Paul,Westlock--St. Paul,Conservative,Storseth,Brian
48026,Wetaskiwin,Wetaskiwin,Conservative,Calkins,Blaine
48026,Wetaskiwin,Wetaskiwin,Liberal,Dillon,Rita Katherine
48026,Wetaskiwin,Wetaskiwin,Canadian Action,Mann,Shawn
48026,Wetaskiwin,Wetaskiwin,Green,Parsons,Les
48026,Wetaskiwin,Wetaskiwin,NDP,Robson,Tim
48027,Wild Rose,Wild Rose,Green,Fox,Lisa
48027,Wild Rose,Wild Rose,NDP,Horvath,Jeff
48027,Wild Rose,Wild Rose,Conservative,Richards,Blake
48027,Wild Rose,Wild Rose,Liberal,Turcott,Jenn
48027,Wild Rose,Wild Rose,Libertarian,Zoobkoff,Krista
48028,Yellowhead,Yellowhead,Canadian Action,Brade,Melissa
48028,Yellowhead,Yellowhead,Liberal,El-Rafih,Mohamed
48028,Yellowhead,Yellowhead,NDP,Kuzminski,Ken
48028,Yellowhead,Yellowhead,Conservative,Merrifield,Rob
48028,Yellowhead,Yellowhead,Green,Schaefer,Monika
48028,Yellowhead,Yellowhead,Christian Heritage,Wierenga,John M.
59001,Abbotsford,Abbotsford,Green,Durant,Karen
59001,Abbotsford,Abbotsford,Conservative,Fast,Ed
59001,Abbotsford,Abbotsford,Marijuana,Felger,Tim
59001,Abbotsford,Abbotsford,NDP,Rai,Bonnie
59001,Abbotsford,Abbotsford,Liberal,Traverse,Lionel Dominique
59002,Burnaby--Douglas,Burnaby--Douglas,Liberal,Cunningham,Bill
59002,Burnaby--Douglas,Burnaby--Douglas,Communist,Gidora,George
59002,Burnaby--Douglas,Burnaby--Douglas,Conservative,Leung,Ronald
59002,Burnaby--Douglas,Burnaby--Douglas,Green,Perry,Doug
59002,Burnaby--Douglas,Burnaby--Douglas,NDP,Siksay,Bill
59003,Burnaby--New Westminster,Burnaby--New Westminster,NDP,Julian,Peter
59003,Burnaby--New Westminster,Burnaby--New Westminster,Liberal,Lenoski,Gerry
59003,Burnaby--New Westminster,Burnaby--New Westminster,Green,McLaren,Carrie
59003,Burnaby--New Westminster,Burnaby--New Westminster,Conservative,Rakhra,Sam
59003,Burnaby--New Westminster,Burnaby--New Westminster,Marxist-Leninist,Theriault,Joseph
59003,Burnaby--New Westminster,Burnaby--New Westminster,Libertarian,Yetisen,Ismet
